date,year,month,day,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station,PM2.5 AQI,Air Quality
2015-01-01,2015.0,1.0,1.0,38.333333333333336,56.291666666666664,18.0,45.583333333333336,966.6666666666666,35.875,-3.2083333333333335,1025.875,-22.275000000000002,0.0,1.7,Tiantan,107.97654941373536,Unhealthy for Sensitive Groups
2015-01-02,2015.0,1.0,2.0,58.416666666666664,80.16666666666667,25.5,66.5,1429.1666666666667,20.833333333333332,-1.2916666666666667,1024.875,-18.783333333333335,0.0,1.9124999999999999,Tiantan,152.50597119775202,Unhealthy
2015-01-03,2015.0,1.0,3.0,172.83333333333334,210.79166666666666,62.25,107.70833333333333,3779.1666666666665,15.708333333333334,-3.4583333333333335,1012.375,-15.0,0.0,0.9583333333333334,Tiantan,223.13213213213214,Very Unhealthy
2015-01-04,2015.0,1.0,4.0,174.45833333333334,210.79166666666666,51.125,116.41666666666667,3800.0,14.083333333333334,-0.8333333333333334,1011.75,-13.362499999999999,0.0,1.0875000000000001,Tiantan,224.7424924924925,Very Unhealthy
2015-01-05,2015.0,1.0,5.0,78.58333333333333,130.95833333333334,45.0,61.083333333333336,2254.1666666666665,40.020833333333336,2.8333333333333335,1014.9166666666666,-13.4125,0.0,2.6083333333333334,Tiantan,162.91868633649455,Unhealthy
2015-01-06,2015.0,1.0,6.0,33.333333333333336,41.333333333333336,25.416666666666668,41.083333333333336,641.6666666666666,43.625,-0.20833333333333334,1023.0416666666666,-22.212500000000002,0.0,2.275,Tiantan,95.653791130186,Moderate
2015-01-07,2015.0,1.0,7.0,66.5625,91.70833333333333,34.625,65.54166666666667,1670.8333333333333,18.625,-2.6666666666666665,1025.25,-17.558333333333334,0.0,1.0791666666666666,Tiantan,156.7119336143309,Unhealthy
2015-01-08,2015.0,1.0,8.0,144.95833333333334,162.5,29.75,100.66666666666667,3179.1666666666665,10.791666666666666,-2.5833333333333335,1025.125,-11.520833333333334,0.0,1.0541666666666667,Tiantan,197.19028802247982,Unhealthy
2015-01-09,2015.0,1.0,9.0,90.29166666666667,102.08333333333333,29.875,77.25,1687.5,29.916666666666668,0.3333333333333333,1023.625,-15.645833333333334,0.0,2.004166666666667,Tiantan,168.96408500175625,Unhealthy
2015-01-10,2015.0,1.0,10.0,248.08333333333334,249.875,63.416666666666664,125.375,3779.1666666666665,19.0,1.4583333333333333,1018.25,-13.958333333333334,0.0,1.5833333333333333,Tiantan,297.7042042042042,Very Unhealthy
